quantity,discount,supplierID,productID,shipCountry,employeeName,orderDate,categoryName,sales_amount,categoryID,shipperName,productName,shipCity,customerID,orderID,supplierName,employeeID,unitPrice,customer_segment,_score,customerName
25,0.05,6,15,Germany,Janet Leverling,1997-07-08 00:00:00.000,Condiments,368.125,2,Speedy Express,Genen Shouyu,Frankfurt a.M.,LEHMS,10592,Mayumi's,3,15.50,High Value,368.125,Lehmanns Marktstand
5,0.05,11,26,Germany,Janet Leverling,1997-07-08 00:00:00.000,Confections,148.3425,3,Speedy Express,Gumbär Gummibärchen,Frankfurt a.M.,LEHMS,10592,Heli Süßwaren GmbH & Co. KG,3,31.23,High Value,148.3425,Lehmanns Marktstand
21,0.2,8,20,Germany,Robert King,1997-07-09 00:00:00.000,Confections,1360.8000000000002,3,United Package,Sir Rodney's Marmalade,Frankfurt a.M.,LEHMS,10593,Specialty Biscuits Ltd.,7,81.00,High Value,1360.8000000000002,Lehmanns Marktstand
20,0.2,15,69,Germany,Robert King,1997-07-09 00:00:00.000,Dairy Products,576.0,4,United Package,Gudbrandsdalsost,Frankfurt a.M.,LEHMS,10593,Norske Meierier,7,36.00,High Value,576.0,Lehmanns Marktstand
4,0.2,23,76,Germany,Robert King,1997-07-09 00:00:00.000,Beverages,57.6,1,United Package,Lakkalikööri,Frankfurt a.M.,LEHMS,10593,Karkki Oy,7,18.00,High Value,57.6,Lehmanns Marktstand
24,0,24,52,USA,Janet Leverling,1997-07-09 00:00:00.000,Grains/Cereals,168.0,5,United Package,Filo Mix,Anchorage,OLDWO,10594,G'day Mate,3,7.00,Medium Value,168.0,Old World Delicatessen
30,0,27,58,USA,Janet Leverling,1997-07-09 00:00:00.000,Seafood,397.5,8,United Package,Escargots de Bourgogne,Anchorage,OLDWO,10594,Escargots Nouveaux,3,13.25,Medium Value,397.5,Old World Delicatessen
30,0.25,16,35,Austria,Andrew Fuller,1997-07-10 00:00:00.000,Beverages,405.0,1,Speedy Express,Steeleye Stout,Graz,ERNSH,10595,Bigfoot Breweries,2,18.00,High Value,405.0,Ernst Handel
120,0.25,29,61,Austria,Andrew Fuller,1997-07-10 00:00:00.000,Condiments,2565.0,2,Speedy Express,Sirop d'érable,Graz,ERNSH,10595,Forêts d'érables,2,28.50,High Value,2565.0,Ernst Handel
65,0.25,15,69,Austria,Andrew Fuller,1997-07-10 00:00:00.000,Dairy Products,1755.0,4,Speedy Express,Gudbrandsdalsost,Graz,ERNSH,10595,Norske Meierier,2,36.00,High Value,1755.0,Ernst Handel
5,0.2,26,56,USA,Laura Callahan,1997-07-11 00:00:00.000,Grains/Cereals,152.0,5,Speedy Express,Gnocchi di nonna Alice,Seattle,WHITC,10596,Pasta Buttini s.r.l.,8,38.00,High Value,152.0,White Clover Markets
24,0.2,7,63,USA,Laura Callahan,1997-07-11 00:00:00.000,Condiments,842.88,2,Speedy Express,Vegie-spread,Seattle,WHITC,10596,Pavlova Ltd.,8,43.90,High Value,842.88,White Clover Markets
30,0.2,12,75,USA,Laura Callahan,1997-07-11 00:00:00.000,Beverages,186.0,1,Speedy Express,Rhönbräu Klosterbier,Seattle,WHITC,10596,Plutzer Lebensmittelgroßmärkte AG,8,7.75,High Value,186.0,White Clover Markets
35,0.2,10,24,Austria,Robert King,1997-07-11 00:00:00.000,Beverages,126.0,1,Federal Shipping,Guaraná Fantástica,Salzburg,PICCO,10597,Refrescos Americanas LTDA,7,4.50,High Value,126.0,Piccolo und mehr
20,0,26,57,Austria,Robert King,1997-07-11 00:00:00.000,Grains/Cereals,390.0,5,Federal Shipping,Ravioli Angelo,Salzburg,PICCO,10597,Pasta Buttini s.r.l.,7,19.50,High Value,390.0,Piccolo und mehr
12,0.2,2,65,Austria,Robert King,1997-07-11 00:00:00.000,Condiments,202.08000000000004,2,Federal Shipping,Louisiana Fiery Hot Pepper Sauce,Salzburg,PICCO,10597,New Orleans Cajun Delights,7,21.05,High Value,202.08000000000004,Piccolo und mehr
50,0,11,27,USA,Nancy Davolio,1997-07-14 00:00:00.000,Confections,2195.0,3,Federal Shipping,Schoggi Schokolade,Albuquerque,RATTC,10598,Heli Süßwaren GmbH & Co. KG,1,43.90,High Value,2195.0,Rattlesnake Canyon Grocery
9,0,15,71,USA,Nancy Davolio,1997-07-14 00:00:00.000,Dairy Products,193.5,4,Federal Shipping,Flotemysost,Albuquerque,RATTC,10598,Norske Meierier,1,21.50,High Value,193.5,Rattlesnake Canyon Grocery
10,0,29,62,UK,Michael Suyama,1997-07-15 00:00:00.000,Confections,493.0,3,Federal Shipping,Tarte au sucre,London,BSBEV,10599,Forêts d'érables,6,49.30,Low Value,493.0,B's Beverages
4,0,25,54,USA,Margaret Peacock,1997-07-16 00:00:00.000,Meat/Poultry,29.8,6,Speedy Express,Tourtière,Elgin,HUNGC,10600,Ma Maison,4,7.45,Low Value,29.8,Hungry Coyote Import Store
30,0,17,73,USA,Margaret Peacock,1997-07-16 00:00:00.000,Seafood,450.0,8,Speedy Express,Röd Kaviar,Elgin,HUNGC,10600,Svensk Sjöföda AB,4,15.00,Low Value,450.0,Hungry Coyote Import Store
60,0,6,13,Venezuela,Robert King,1997-07-16 00:00:00.000,Seafood,360.0,8,Speedy Express,Konbu,San Cristóbal,HILAA,10601,Mayumi's,7,6.00,High Value,360.0,HILARION-Abastos
35,0,28,59,Venezuela,Robert King,1997-07-16 00:00:00.000,Dairy Products,1925.0,4,Speedy Express,Raclette Courdavault,San Cristóbal,HILAA,10601,Gai pâturage,7,55.00,High Value,1925.0,HILARION-Abastos
5,0.25,12,77,Denmark,Laura Callahan,1997-07-17 00:00:00.000,Condiments,48.75,2,United Package,Original Frankfurter grüne Soße,Århus,VAFFE,10602,Plutzer Lebensmittelgroßmärkte AG,8,13.00,Medium Value,48.75,Vaffeljernet
48,0,9,22,USA,Laura Callahan,1997-07-18 00:00:00.000,Grains/Cereals,1008.0,5,United Package,Gustaf's Knäckebröd,Boise,SAVEA,10603,PB Knäckebröd AB,8,21.00,High Value,1008.0,Save-a-lot Markets
25,0.05,23,49,USA,Laura Callahan,1997-07-18 00:00:00.000,Confections,475.0,3,United Package,Maxilaku,Boise,SAVEA,10603,Karkki Oy,8,20.00,High Value,475.0,Save-a-lot Markets
6,0.1,22,48,Portugal,Nancy Davolio,1997-07-18 00:00:00.000,Confections,68.85000000000001,3,Speedy Express,Chocolade,Lisboa,FURIB,10604,Zaanse Snoepfabriek,1,12.75,Low Value,68.85000000000001,Furia Bacalhau e Frutos do Mar
10,0.1,23,76,Portugal,Nancy Davolio,1997-07-18 00:00:00.000,Beverages,162.0,1,Speedy Express,Lakkalikööri,Lisboa,FURIB,10604,Karkki Oy,1,18.00,Low Value,162.0,Furia Bacalhau e Frutos do Mar
30,0.05,7,16,Canada,Nancy Davolio,1997-07-21 00:00:00.000,Confections,497.325,3,United Package,Pavlova,Montréal,MEREP,10605,Pavlova Ltd.,1,17.45,High Value,497.325,Mère Paillarde
20,0.05,28,59,Canada,Nancy Davolio,1997-07-21 00:00:00.000,Dairy Products,1045.0,4,United Package,Raclette Courdavault,Montréal,MEREP,10605,Gai pâturage,1,55.00,High Value,1045.0,Mère Paillarde
70,0.05,28,60,Canada,Nancy Davolio,1997-07-21 00:00:00.000,Dairy Products,2261.0,4,United Package,Camembert Pierrot,Montréal,MEREP,10605,Gai pâturage,1,34.00,High Value,2261.0,Mère Paillarde
15,0.05,15,71,Canada,Nancy Davolio,1997-07-21 00:00:00.000,Dairy Products,306.375,4,United Package,Flotemysost,Montréal,MEREP,10605,Norske Meierier,1,21.50,High Value,306.375,Mère Paillarde
20,0.2,2,4,Brazil,Margaret Peacock,1997-07-22 00:00:00.000,Condiments,352.0,2,Federal Shipping,Chef Anton's Cajun Seasoning,Sao Paulo,TRADH,10606,New Orleans Cajun Delights,4,22.00,Low Value,352.0,Tradição Hipermercados
20,0.2,25,55,Brazil,Margaret Peacock,1997-07-22 00:00:00.000,Meat/Poultry,384.0,6,Federal Shipping,Pâté chinois,Sao Paulo,TRADH,10606,Ma Maison,4,24.00,Low Value,384.0,Tradição Hipermercados
10,0.2,29,62,Brazil,Margaret Peacock,1997-07-22 00:00:00.000,Confections,394.40000000000003,3,Federal Shipping,Tarte au sucre,Sao Paulo,TRADH,10606,Forêts d'érables,4,49.30,Low Value,394.40000000000003,Tradição Hipermercados
45,0,3,7,USA,Steven Buchanan,1997-07-22 00:00:00.000,Produce,1350.0,7,Speedy Express,Uncle Bob's Organic Dried Pears,Boise,SAVEA,10607,Grandma Kelly's Homestead,5,30.00,High Value,1350.0,Save-a-lot Markets
100,0,7,17,USA,Steven Buchanan,1997-07-22 00:00:00.000,Meat/Poultry,3900.0,6,Speedy Express,Alice Mutton,Boise,SAVEA,10607,Pavlova Ltd.,5,39.00,High Value,3900.0,Save-a-lot Markets
14,0,15,33,USA,Steven Buchanan,1997-07-22 00:00:00.000,Dairy Products,35.0,4,Speedy Express,Geitost,Boise,SAVEA,10607,Norske Meierier,5,2.50,High Value,35.0,Save-a-lot Markets
42,0,19,40,USA,Steven Buchanan,1997-07-22 00:00:00.000,Seafood,772.8,8,Speedy Express,Boston Crab Meat,Boise,SAVEA,10607,New England Seafood Cannery,5,18.40,High Value,772.8,Save-a-lot Markets
12,0,14,72,USA,Steven Buchanan,1997-07-22 00:00:00.000,Dairy Products,417.59999999999997,4,Speedy Express,Mozzarella di Giovanni,Boise,SAVEA,10607,Formaggi Fortini s.r.l.,5,34.80,High Value,417.59999999999997,Save-a-lot Markets
28,0,26,56,Germany,Margaret Peacock,1997-07-23 00:00:00.000,Grains/Cereals,1064.0,5,United Package,Gnocchi di nonna Alice,Münster,TOMSP,10608,Pasta Buttini s.r.l.,4,38.00,Low Value,1064.0,Toms Spezialitäten
3,0,1,1,France,Robert King,1997-07-24 00:00:00.000,Beverages,54.0,1,United Package,Chai,Nantes,DUMON,10609,Exotic Liquids,7,18.00,Low Value,54.0,Du monde entier
10,0,4,10,France,Robert King,1997-07-24 00:00:00.000,Seafood,310.0,8,United Package,Ikura,Nantes,DUMON,10609,Tokyo Traders,7,31.00,Low Value,310.0,Du monde entier
6,0,8,21,France,Robert King,1997-07-24 00:00:00.000,Confections,60.0,3,United Package,Sir Rodney's Scones,Nantes,DUMON,10609,Specialty Biscuits Ltd.,7,10.00,Low Value,60.0,Du monde entier
21,0.25,17,36,France,Laura Callahan,1997-07-25 00:00:00.000,Seafood,299.25,8,Speedy Express,Inlagd Sill,Toulouse,LAMAI,10610,Svensk Sjöföda AB,8,19.00,Medium Value,299.25,La maison d'Asie
6,0,1,1,Poland,Michael Suyama,1997-07-25 00:00:00.000,Beverages,108.0,1,United Package,Chai,Warszawa,WOLZA,10611,Exotic Liquids,6,18.00,Low Value,108.0,Wolski  Zajazd
10,0,1,2,Poland,Michael Suyama,1997-07-25 00:00:00.000,Beverages,190.0,1,United Package,Chang,Warszawa,WOLZA,10611,Exotic Liquids,6,19.00,Low Value,190.0,Wolski  Zajazd
15,0,28,60,Poland,Michael Suyama,1997-07-25 00:00:00.000,Dairy Products,510.0,4,United Package,Camembert Pierrot,Warszawa,WOLZA,10611,Gai pâturage,6,34.00,Low Value,510.0,Wolski  Zajazd
70,0,4,10,USA,Nancy Davolio,1997-07-28 00:00:00.000,Seafood,2170.0,8,United Package,Ikura,Boise,SAVEA,10612,Tokyo Traders,1,31.00,High Value,2170.0,Save-a-lot Markets
55,0,17,36,USA,Nancy Davolio,1997-07-28 00:00:00.000,Seafood,1045.0,8,United Package,Inlagd Sill,Boise,SAVEA,10612,Svensk Sjöföda AB,1,19.00,High Value,1045.0,Save-a-lot Markets
18,0,23,49,USA,Nancy Davolio,1997-07-28 00:00:00.000,Confections,360.0,3,United Package,Maxilaku,Boise,SAVEA,10612,Karkki Oy,1,20.00,High Value,360.0,Save-a-lot Markets
40,0,28,60,USA,Nancy Davolio,1997-07-28 00:00:00.000,Dairy Products,1360.0,4,United Package,Camembert Pierrot,Boise,SAVEA,10612,Gai pâturage,1,34.00,High Value,1360.0,Save-a-lot Markets
80,0,23,76,USA,Nancy Davolio,1997-07-28 00:00:00.000,Beverages,1440.0,1,United Package,Lakkalikööri,Boise,SAVEA,10612,Karkki Oy,1,18.00,High Value,1440.0,Save-a-lot Markets
8,0.1,6,13,Venezuela,Margaret Peacock,1997-07-29 00:00:00.000,Seafood,43.2,8,United Package,Konbu,San Cristóbal,HILAA,10613,Mayumi's,4,6.00,High Value,43.2,HILARION-Abastos
40,0,12,75,Venezuela,Margaret Peacock,1997-07-29 00:00:00.000,Beverages,310.0,1,United Package,Rhönbräu Klosterbier,San Cristóbal,HILAA,10613,Plutzer Lebensmittelgroßmärkte AG,4,7.75,High Value,310.0,HILARION-Abastos
14,0,5,11,Germany,Laura Callahan,1997-07-29 00:00:00.000,Dairy Products,294.0,4,Federal Shipping,Queso Cabrales,Mannheim,BLAUS,10614,Cooperativa de Quesos 'Las Cabras',8,21.00,Low Value,294.0,Blauer See Delikatessen
8,0,8,21,Germany,Laura Callahan,1997-07-29 00:00:00.000,Confections,80.0,3,Federal Shipping,Sir Rodney's Scones,Mannheim,BLAUS,10614,Specialty Biscuits Ltd.,8,10.00,Low Value,80.0,Blauer See Delikatessen
5,0,18,39,Germany,Laura Callahan,1997-07-29 00:00:00.000,Beverages,90.0,1,Federal Shipping,Chartreuse verte,Mannheim,BLAUS,10614,Aux joyeux ecclésiastiques,8,18.00,Low Value,90.0,Blauer See Delikatessen
5,0,25,55,Finland,Andrew Fuller,1997-07-30 00:00:00.000,Meat/Poultry,120.0,6,Federal Shipping,Pâté chinois,Helsinki,WILMK,10615,Ma Maison,2,24.00,Low Value,120.0,Wilman Kala
15,0.05,18,38,USA,Nancy Davolio,1997-07-31 00:00:00.000,Beverages,3754.875,1,United Package,Côte de Blaye,Eugene,GREAL,10616,Aux joyeux ecclésiastiques,1,263.50,High Value,3754.875,Great Lakes Food Market
14,0,26,56,USA,Nancy Davolio,1997-07-31 00:00:00.000,Grains/Cereals,532.0,5,United Package,Gnocchi di nonna Alice,Eugene,GREAL,10616,Pasta Buttini s.r.l.,1,38.00,High Value,532.0,Great Lakes Food Market
15,0.05,7,70,USA,Nancy Davolio,1997-07-31 00:00:00.000,Beverages,213.75,1,United Package,Outback Lager,Eugene,GREAL,10616,Pavlova Ltd.,1,15.00,High Value,213.75,Great Lakes Food Market
15,0.05,15,71,USA,Nancy Davolio,1997-07-31 00:00:00.000,Dairy Products,306.375,4,United Package,Flotemysost,Eugene,GREAL,10616,Norske Meierier,1,21.50,High Value,306.375,Great Lakes Food Market
30,0.15,28,59,USA,Margaret Peacock,1997-07-31 00:00:00.000,Dairy Products,1402.5,4,United Package,Raclette Courdavault,Eugene,GREAL,10617,Gai pâturage,4,55.00,High Value,1402.5,Great Lakes Food Market
70,0,3,6,Canada,Nancy Davolio,1997-08-01 00:00:00.000,Condiments,1750.0,2,Speedy Express,Grandma's Boysenberry Spread,Montréal,MEREP,10618,Grandma Kelly's Homestead,1,25.00,High Value,1750.0,Mère Paillarde
20,0,26,56,Canada,Nancy Davolio,1997-08-01 00:00:00.000,Grains/Cereals,760.0,5,Speedy Express,Gnocchi di nonna Alice,Montréal,MEREP,10618,Pasta Buttini s.r.l.,1,38.00,High Value,760.0,Mère Paillarde
15,0,8,68,Canada,Nancy Davolio,1997-08-01 00:00:00.000,Confections,187.5,3,Speedy Express,Scottish Longbreads,Montréal,MEREP,10618,Specialty Biscuits Ltd.,1,12.50,High Value,187.5,Mère Paillarde
42,0,8,21,Canada,Janet Leverling,1997-08-04 00:00:00.000,Confections,420.0,3,Federal Shipping,Sir Rodney's Scones,Montréal,MEREP,10619,Specialty Biscuits Ltd.,3,10.00,High Value,420.0,Mère Paillarde
40,0,9,22,Canada,Janet Leverling,1997-08-04 00:00:00.000,Grains/Cereals,840.0,5,Federal Shipping,Gustaf's Knäckebröd,Montréal,MEREP,10619,PB Knäckebröd AB,3,21.00,High Value,840.0,Mère Paillarde
5,0,10,24,Canada,Andrew Fuller,1997-08-05 00:00:00.000,Beverages,22.5,1,Federal Shipping,Guaraná Fantástica,Vancouver,LAUGB,10620,Refrescos Americanas LTDA,2,4.50,Low Value,22.5,Laughing Bacchus Wine Cellars
5,0,24,52,Canada,Andrew Fuller,1997-08-05 00:00:00.000,Grains/Cereals,35.0,5,Federal Shipping,Filo Mix,Vancouver,LAUGB,10620,G'day Mate,2,7.00,Low Value,35.0,Laughing Bacchus Wine Cellars
5,0,8,19,UK,Margaret Peacock,1997-08-05 00:00:00.000,Confections,46.0,3,United Package,Teatime Chocolate Biscuits,Cowes,ISLAT,10621,Specialty Biscuits Ltd.,4,9.20,Low Value,46.0,Island Trading
10,0,9,23,UK,Margaret Peacock,1997-08-05 00:00:00.000,Grains/Cereals,90.0,5,United Package,Tunnbröd,Cowes,ISLAT,10621,PB Knäckebröd AB,4,9.00,Low Value,90.0,Island Trading
20,0,7,70,UK,Margaret Peacock,1997-08-05 00:00:00.000,Beverages,300.0,1,United Package,Outback Lager,Cowes,ISLAT,10621,Pavlova Ltd.,4,15.00,Low Value,300.0,Island Trading
15,0,15,71,UK,Margaret Peacock,1997-08-05 00:00:00.000,Dairy Products,322.5,4,United Package,Flotemysost,Cowes,ISLAT,10621,Norske Meierier,4,21.50,Low Value,322.5,Island Trading
20,0,1,2,Brazil,Margaret Peacock,1997-08-06 00:00:00.000,Beverages,380.0,1,Federal Shipping,Chang,Rio de Janeiro,RICAR,10622,Exotic Liquids,4,19.00,Medium Value,380.0,Ricardo Adocicados
18,0.2,8,68,Brazil,Margaret Peacock,1997-08-06 00:00:00.000,Confections,180.0,3,Federal Shipping,Scottish Longbreads,Rio de Janeiro,RICAR,10622,Specialty Biscuits Ltd.,4,12.50,Medium Value,180.0,Ricardo Adocicados
21,0,6,14,Germany,Laura Callahan,1997-08-07 00:00:00.000,Produce,488.25,7,United Package,Tofu,München,FRANK,10623,Mayumi's,8,23.25,High Value,488.25,Frankenversand
15,0.1,8,19,Germany,Laura Callahan,1997-08-07 00:00:00.000,Confections,124.2,3,United Package,Teatime Chocolate Biscuits,München,FRANK,10623,Specialty Biscuits Ltd.,8,9.20,High Value,124.2,Frankenversand
25,0.1,8,21,Germany,Laura Callahan,1997-08-07 00:00:00.000,Confections,225.0,3,United Package,Sir Rodney's Scones,München,FRANK,10623,Specialty Biscuits Ltd.,8,10.00,High Value,225.0,Frankenversand
3,0,10,24,Germany,Laura Callahan,1997-08-07 00:00:00.000,Beverages,13.5,1,United Package,Guaraná Fantástica,München,FRANK,10623,Refrescos Americanas LTDA,8,4.50,High Value,13.5,Frankenversand
30,0.1,16,35,Germany,Laura Callahan,1997-08-07 00:00:00.000,Beverages,486.0,1,United Package,Steeleye Stout,München,FRANK,10623,Bigfoot Breweries,8,18.00,High Value,486.0,Frankenversand
10,0,12,28,USA,Margaret Peacock,1997-08-07 00:00:00.000,Produce,456.0,7,United Package,Rössle Sauerkraut,Butte,THECR,10624,Plutzer Lebensmittelgroßmärkte AG,4,45.60,Low Value,456.0,The Cracker Box
6,0,12,29,USA,Margaret Peacock,1997-08-07 00:00:00.000,Meat/Poultry,742.74,6,United Package,Thüringer Rostbratwurst,Butte,THECR,10624,Plutzer Lebensmittelgroßmärkte AG,4,123.79,Low Value,742.74,The Cracker Box
10,0,20,44,USA,Margaret Peacock,1997-08-07 00:00:00.000,Condiments,194.5,2,United Package,Gula Malacca,Butte,THECR,10624,Leka Trading,4,19.45,Low Value,194.5,The Cracker Box
3,0,6,14,Mexico,Janet Leverling,1997-08-08 00:00:00.000,Produce,69.75,7,Speedy Express,Tofu,México D.F.,ANATR,10625,Mayumi's,3,23.25,Low Value,69.75,Ana Trujillo Emparedados y helados
5,0,20,42,Mexico,Janet Leverling,1997-08-08 00:00:00.000,Grains/Cereals,70.0,5,Speedy Express,Singaporean Hokkien Fried Mee,México D.F.,ANATR,10625,Leka Trading,3,14.00,Low Value,70.0,Ana Trujillo Emparedados y helados
10,0,28,60,Mexico,Janet Leverling,1997-08-08 00:00:00.000,Dairy Products,340.0,4,Speedy Express,Camembert Pierrot,México D.F.,ANATR,10625,Gai pâturage,3,34.00,Low Value,340.0,Ana Trujillo Emparedados y helados
12,0,24,53,Sweden,Nancy Davolio,1997-08-11 00:00:00.000,Meat/Poultry,393.59999999999997,6,United Package,Perth Pasties,Luleå,BERGS,10626,G'day Mate,1,32.80,High Value,393.59999999999997,Berglunds snabbköp
20,0,28,60,Sweden,Nancy Davolio,1997-08-11 00:00:00.000,Dairy Products,680.0,4,United Package,Camembert Pierrot,Luleå,BERGS,10626,Gai pâturage,1,34.00,High Value,680.0,Berglunds snabbköp
20,0,15,71,Sweden,Nancy Davolio,1997-08-11 00:00:00.000,Dairy Products,430.0,4,United Package,Flotemysost,Luleå,BERGS,10626,Norske Meierier,1,21.50,High Value,430.0,Berglunds snabbköp
15,0,29,62,USA,Laura Callahan,1997-08-11 00:00:00.000,Confections,739.5,3,Federal Shipping,Tarte au sucre,Boise,SAVEA,10627,Forêts d'érables,8,49.30,High Value,739.5,Save-a-lot Markets
35,0.15,17,73,USA,Laura Callahan,1997-08-11 00:00:00.000,Seafood,446.25,8,Federal Shipping,Röd Kaviar,Boise,SAVEA,10627,Svensk Sjöföda AB,8,15.00,High Value,446.25,Save-a-lot Markets
25,0,1,1,France,Margaret Peacock,1997-08-12 00:00:00.000,Beverages,450.0,1,Federal Shipping,Chai,Strasbourg,BLONP,10628,Exotic Liquids,4,18.00,High Value,450.0,Blondesddsl père et fils
20,0,12,29,Spain,Margaret Peacock,1997-08-12 00:00:00.000,Meat/Poultry,2475.8,6,Federal Shipping,Thüringer Rostbratwurst,Sevilla,GODOS,10629,Plutzer Lebensmittelgroßmärkte AG,4,123.79,Medium Value,2475.8,Godos Cocina Típica
9,0,12,64,Spain,Margaret Peacock,1997-08-12 00:00:00.000,Grains/Cereals,299.25,5,Federal Shipping,Wimmers gute Semmelknödel,Sevilla,GODOS,10629,Plutzer Lebensmittelgroßmärkte AG,4,33.25,Medium Value,299.25,Godos Cocina Típica
12,0.05,25,55,Germany,Nancy Davolio,1997-08-13 00:00:00.000,Meat/Poultry,273.59999999999997,6,United Package,Pâté chinois,Brandenburg,KOENE,10630,Ma Maison,1,24.00,High Value,273.59999999999997,Königlich Essen
35,0,23,76,Germany,Nancy Davolio,1997-08-13 00:00:00.000,Beverages,630.0,1,United Package,Lakkalikööri,Brandenburg,KOENE,10630,Karkki Oy,1,18.00,High Value,630.0,Königlich Essen
8,0.1,12,75,France,Laura Callahan,1997-08-14 00:00:00.000,Beverages,55.800000000000004,1,Speedy Express,Rhönbräu Klosterbier,Toulouse,LAMAI,10631,Plutzer Lebensmittelgroßmärkte AG,8,7.75,Medium Value,55.800000000000004,La maison d'Asie
30,0.05,1,2,Germany,Laura Callahan,1997-08-14 00:00:00.000,Beverages,541.5,1,Speedy Express,Chang,Stuttgart,WANDK,10632,Exotic Liquids,8,19.00,Medium Value,541.5,Die Wandernde Kuh
20,0.05,15,33,Germany,Laura Callahan,1997-08-14 00:00:00.000,Dairy Products,47.5,4,Speedy Express,Geitost,Stuttgart,WANDK,10632,Norske Meierier,8,2.50,Medium Value,47.5,Die Wandernde Kuh
36,0.15,5,12,Austria,Robert King,1997-08-15 00:00:00.000,Dairy Products,1162.8,4,Federal Shipping,Queso Manchego La Pastora,Graz,ERNSH,10633,Cooperativa de Quesos 'Las Cabras',7,38.00,High Value,1162.8,Ernst Handel
13,0.15,6,13,Austria,Robert King,1997-08-15 00:00:00.000,Seafood,66.3,8,Federal Shipping,Konbu,Graz,ERNSH,10633,Mayumi's,7,6.00,High Value,66.3,Ernst Handel
35,0.15,11,26,Austria,Robert King,1997-08-15 00:00:00.000,Confections,929.0925,3,Federal Shipping,Gumbär Gummibärchen,Graz,ERNSH,10633,Heli Süßwaren GmbH & Co. KG,7,31.23,High Value,929.0925,Ernst Handel
80,0.15,29,62,Austria,Robert King,1997-08-15 00:00:00.000,Confections,3352.4,3,Federal Shipping,Tarte au sucre,Graz,ERNSH,10633,Forêts d'érables,7,49.30,High Value,3352.4,Ernst Handel
35,0,3,7,France,Margaret Peacock,1997-08-15 00:00:00.000,Produce,1050.0,7,Federal Shipping,Uncle Bob's Organic Dried Pears,Lille,FOLIG,10634,Grandma Kelly's Homestead,4,30.00,Medium Value,1050.0,Folies gourmandes
50,0,7,18,France,Margaret Peacock,1997-08-15 00:00:00.000,Seafood,3125.0,8,Federal Shipping,Carnarvon Tigers,Lille,FOLIG,10634,Pavlova Ltd.,4,62.50,Medium Value,3125.0,Folies gourmandes
15,0,24,51,France,Margaret Peacock,1997-08-15 00:00:00.000,Produce,795.0,7,Federal Shipping,Manjimup Dried Apples,Lille,FOLIG,10634,G'day Mate,4,53.00,Medium Value,795.0,Folies gourmandes
2,0,12,75,France,Margaret Peacock,1997-08-15 00:00:00.000,Beverages,15.5,1,Federal Shipping,Rhönbräu Klosterbier,Lille,FOLIG,10634,Plutzer Lebensmittelgroßmärkte AG,4,7.75,Medium Value,15.5,Folies gourmandes
10,0.1,2,4,Italy,Laura Callahan,1997-08-18 00:00:00.000,Condiments,198.0,2,Federal Shipping,Chef Anton's Cajun Seasoning,Bergamo,MAGAA,10635,New Orleans Cajun Delights,8,22.00,Medium Value,198.0,Magazzini Alimentari Riuniti
15,0.1,2,5,Italy,Laura Callahan,1997-08-18 00:00:00.000,Condiments,288.225,2,Federal Shipping,Chef Anton's Gumbo Mix,Bergamo,MAGAA,10635,New Orleans Cajun Delights,8,21.35,Medium Value,288.225,Magazzini Alimentari Riuniti
40,0,9,22,Italy,Laura Callahan,1997-08-18 00:00:00.000,Grains/Cereals,840.0,5,Federal Shipping,Gustaf's Knäckebröd,Bergamo,MAGAA,10635,PB Knäckebröd AB,8,21.00,Medium Value,840.0,Magazzini Alimentari Riuniti
25,0,2,4,Finland,Margaret Peacock,1997-08-19 00:00:00.000,Condiments,550.0,2,Speedy Express,Chef Anton's Cajun Seasoning,Oulu,WARTH,10636,New Orleans Cajun Delights,4,22.00,Medium Value,550.0,Wartian Herkku
6,0,27,58,Finland,Margaret Peacock,1997-08-19 00:00:00.000,Seafood,79.5,8,Speedy Express,Escargots de Bourgogne,Oulu,WARTH,10636,Escargots Nouveaux,4,13.25,Medium Value,79.5,Wartian Herkku
10,0,5,11,Brazil,Michael Suyama,1997-08-19 00:00:00.000,Dairy Products,210.0,4,Speedy Express,Queso Cabrales,Sao Paulo,QUEEN,10637,Cooperativa de Quesos 'Las Cabras',6,21.00,High Value,210.0,Queen Cozinha
25,0.05,23,50,Brazil,Michael Suyama,1997-08-19 00:00:00.000,Confections,385.9375,3,Speedy Express,Valkoinen suklaa,Sao Paulo,QUEEN,10637,Karkki Oy,6,16.25,High Value,385.9375,Queen Cozinha
60,0.05,26,56,Brazil,Michael Suyama,1997-08-19 00:00:00.000,Grains/Cereals,2166.0,5,Speedy Express,Gnocchi di nonna Alice,Sao Paulo,QUEEN,10637,Pasta Buttini s.r.l.,6,38.00,High Value,2166.0,Queen Cozinha
20,0,21,45,Venezuela,Janet Leverling,1997-08-20 00:00:00.000,Seafood,190.0,8,Speedy Express,Rogede sild,I. de Margarita,LINOD,10638,Lyngbysild,3,9.50,Medium Value,190.0,LINO-Delicateses
21,0,2,65,Venezuela,Janet Leverling,1997-08-20 00:00:00.000,Condiments,442.05,2,Speedy Express,Louisiana Fiery Hot Pepper Sauce,I. de Margarita,LINOD,10638,New Orleans Cajun Delights,3,21.05,Medium Value,442.05,LINO-Delicateses
