LoanAccountTransactionId,TransactionDateId,LoanAccountId,TransactionAmount,TransactionAmountSEK
1751141,20230516,386,-5.0,-5642075.0
1751142,20230516,386,-61406.0,-692914515.0
1751143,20230516,386,-61323.0,-69197793.0
1751144,20230516,387,-5.0,-5642075.0
1751145,20230516,387,-24486.0,-276303697.0
1751146,20230516,387,-4897.0,-55258483.0
1751147,20230516,404,-5802654.0,-6547801813.0
1751148,20230516,404,-71882.0,-81112727.0
1751149,20230516,448,-24883.0,-280783504.0
1751150,20230516,463,-3324345.0,-3751240763.0
1751151,20230516,463,-36458.0,-411397541.0
1751152,20230516,465,-46225.0,-521609834.0
1751153,20230516,498,-5482.0,-6185971.0
1753104,20230516,6,-12406.0,-139991165.0
1753105,20230516,12,-41767.0,-471305093.0
1753106,20230516,15,-4116.0,-46445561.0
1753107,20230516,15,-219359.0,-247527986.0
1753108,20230516,15,-41574.0,-469127252.0
1753109,20230516,25,-6709.0,-75705362.0
1753110,20230516,25,-70619.0,-796875389.0
1753111,20230516,27,-5.0,-5642075.0
1753112,20230516,27,-942.0,-106296693.0
1753113,20230516,27,-566.0,-6386829.0
1753114,20230516,42,-3464.0,-39088296.0
1753115,20230516,42,-5.0,-5642075.0
1753116,20230516,42,-34994.0,-394877545.0
1753117,20230516,42,-18891.0,-213168878.0
1753118,20230516,49,-26578.0,-299910139.0
1753119,20230516,64,-4075.0,-45982911.0
1753120,20230516,64,-1139693.0,-1286046677.0
1753121,20230516,64,-41161.0,-464466898.0
1753122,20230516,65,-2583.0,-29146959.0
1753123,20230516,65,-5.0,-5642075.0
1753124,20230516,65,-26086.0,-294358337.0
1753125,20230516,65,-5734.0,-64703316.0
1753126,20230516,71,-3177.0,-35849745.0
1753127,20230516,71,-32088.0,-362085805.0
1753128,20230516,73,-1833.0,-20683847.0
1753129,20230516,73,-9166.0,-103430519.0
1753130,20230516,101,-5.0,-5642075.0
1753131,20230516,101,-46602.0,-525863958.0
1753132,20230516,101,-46396.0,-523539423.0
1753133,20230516,112,-6288.0,-70954735.0
1753134,20230516,112,-63514.0,-716701503.0
1753135,20230516,145,-576.0,-649967.0
1753136,20230516,145,-5814.0,-65606048.0
1753137,20230516,183,-3533.0,-39866902.0
1753138,20230516,183,-5.0,-5642075.0
1753139,20230516,183,-35682.0,-40264104.0
1753140,20230516,183,-7843.0,-88501588.0
1753141,20230516,194,-5.0,-5642075.0
1753142,20230516,194,-5.0,-5642075.0
1753143,20230516,194,-5.0,-5642075.0
1753144,20230516,194,-349.0,-3938168.0
1753145,20230516,194,-53.0,-59806.0
1753146,20230516,194,-342.0,-3859179.0
1753147,20230516,194,-211.0,-2380956.0
1753148,20230516,194,-65.0,-73347.0
1753149,20230516,205,-38855.0,-438445648.0
1753150,20230516,219,-5.0,-5642075.0
1753151,20230516,219,-5.0,-5642075.0
1753152,20230516,219,-5.0,-5642075.0
1753153,20230516,219,-5.0,-5642075.0
1753154,20230516,219,-5.0,-5642075.0
1753155,20230516,219,-5.0,-5642075.0
1753156,20230516,219,-24541.0,-276924325.0
1753157,20230516,219,-24473.0,-276157003.0
1753158,20230516,219,-24407.0,-275412249.0
1753159,20230516,220,-2724.0,-307380246.0
1753160,20230516,237,-4939.0,-55732417.0
1753161,20230516,237,-49885.0,-562909823.0
1753162,20230516,269,-58054.0,-655090044.0
1753163,20230516,271,-21033.0,-237339527.0
1753164,20230516,279,-5.0,-5642075.0
1753165,20230516,279,-18765.0,-211747075.0
1753166,20230516,279,-18765.0,-211747075.0
1753167,20230516,325,-7659.0,-86425305.0
1753168,20230516,326,-587.0,-6623796.0
1753169,20230516,326,-5928.0,-66892441.0
1753170,20230516,341,-1145511.0,-1292611795.0
1753171,20230516,341,-18758.0,-211668086.0
1753172,20230516,342,-52173.0,-588727958.0
1753173,20230516,358,-5.0,-5642075.0
1753174,20230516,358,-56632.0,-639043983.0
1753175,20230516,358,-56392.0,-636335787.0
1753176,20230516,360,-8.0,-902732.0
1753177,20230516,360,-11438.0,-129068108.0
1753178,20230516,365,-6529.0,-73674215.0
1753179,20230516,370,-155582.0,-1755610625.0
1753180,20230516,370,-994.0,-112164451.0
1753181,20230516,375,-1139.0,-12852647.0
1753182,20230516,375,-11987.0,-135263106.0
1753183,20230516,380,-8364.0,-94380631.0
1753184,20230516,383,-7694.0,-8682025.0
1753185,20230516,391,-5.0,-5642075.0
1753186,20230516,391,-31583.0,-356387309.0
1753187,20230516,391,-12748.0,-143850344.0
1753188,20230516,392,-1200478.0,-1354637382.0
1753189,20230516,392,-19431.0,-219262319.0
1753190,20230516,393,-3012.0,-3398786.0
1753191,20230516,393,-3171.0,-357820397.0
1753192,20230516,394,-15067.0,-170018288.0
1753193,20230516,396,-1996.0,-22523163.0
1753194,20230516,396,-21015.0,-237136412.0
1753195,20230516,399,-713.0,-8045599.0
1753196,20230516,399,-705.0,-7955326.0
1753197,20230516,399,-5.0,-5642075.0
1753198,20230516,399,-5.0,-5642075.0
1753199,20230516,399,-5.0,-5642075.0
1753200,20230516,399,-5.0,-5642075.0
1753201,20230516,399,-7514.0,-84789103.0
1753202,20230516,399,-7514.0,-84789103.0
1753203,20230516,399,-7506.0,-8469883.0
1753204,20230516,399,-7419.0,-83717109.0
1753205,20230516,400,-27764.0,-313293141.0
1753206,20230516,418,-16909.0,-190803692.0
1753207,20230516,422,-2903227.0,-3276044895.0
1753208,20230516,422,-34623.0,-390691125.0
1753209,20230516,424,-6889.0,-77736509.0
1753210,20230516,428,-7954.0,-89754129.0
1753211,20230516,433,-1047.0,-11814505.0
1753212,20230516,433,-1043.0,-11769368.0
1753213,20230516,433,-5.0,-5642075.0
1753214,20230516,433,-5.0,-5642075.0
1753215,20230516,433,-5.0,-5642075.0
1753216,20230516,433,-11022.0,-124373901.0
1753217,20230516,433,-10979.0,-123888683.0
1753218,20230516,435,-2899.0,-32712751.0
1753219,20230516,440,-7045.0,-79496837.0
1753220,20230516,442,-3299.0,-37226411.0
1753221,20230516,442,-16495.0,-186132054.0
1753222,20230516,444,-5.0,-5642075.0
1753223,20230516,444,-2251.0,-25400622.0
1753224,20230516,444,-5398.0,-60911842.0
1753225,20230516,444,-4776.0,-538931.0
1753226,20230516,444,-58.0,-6544807.0
1753227,20230516,446,-1671.0,-18855815.0
1753228,20230516,451,-3396.0,-38320973.0
1753229,20230516,454,-30936.0,-349086464.0
1753230,20230516,456,-5.0,-5642075.0
1753231,20230516,456,-5.0,-5642075.0
1753232,20230516,456,-5.0,-5642075.0
1753233,20230516,456,-19278.0,-217535844.0
1753234,20230516,456,-18743.0,-211498823.0
1753235,20230516,456,-3856.0,-43511682.0
1753236,20230516,457,-5.0,-5642075.0
1753237,20230516,457,-68972.0,-778290394.0
1753238,20230516,457,-16691.0,-188343748.0
1753239,20230516,459,-5.0,-5642075.0
1753240,20230516,459,-5.0,-5642075.0
1753241,20230516,459,-5.0,-5642075.0
1753242,20230516,459,-17571.0,-1982738.0
1753243,20230516,459,-17571.0,-1982738.0
1753244,20230516,459,-17385.0,-196174948.0
1753245,20230516,466,-372.0,-4197704.0
1753246,20230516,466,-8.0,-902732.0
1753247,20230516,466,-3918.0,-442113.0
1753248,20230516,468,-14329.0,-161690585.0
1753249,20230516,472,-13717.0,-154784686.0
1753250,20230516,474,-1183.0,-13349149.0
1753251,20230516,474,-5.0,-5642075.0
1753252,20230516,474,-12457.0,-140566657.0
1753253,20230516,474,-2728.0,-30783161.0
1753254,20230516,480,-4036.0,-455428294.0
1753255,20230516,482,-7326.0,-82667683.0
1594728,20230502,263,-8.0,-902732.0
1594729,20230502,263,-39842.0,-449583104.0
1594730,20230502,271,-21179.0,-238987013.0
1594731,20230502,279,-19043.0,-214884068.0
1594732,20230502,322,-15303.0,-172681347.0
1594733,20230502,325,-8102.0,-91424183.0
1594734,20230502,375,-11413.0,-128786004.0
1594735,20230502,380,-8364.0,-94380631.0
1594736,20230502,400,-27764.0,-313293141.0
1594737,20230502,410,-5224.0,-589484.0
1594738,20230502,418,-21136.0,-238501794.0
1594739,20230502,440,-6276.0,-70819325.0
1594740,20230502,450,-2934.0,-33107696.0
1594741,20230502,450,-14669.0,-165527196.0
1594742,20230502,452,-37453.0,-42262527.0
1594743,20230502,454,-8.0,-902732.0
1594744,20230502,454,-30936.0,-349086464.0
1594745,20230502,456,-15422.0,-174024161.0
1594746,20230502,472,-14724.0,-166147825.0
1594747,20230502,480,-4036.0,-455428294.0
1740983,20230509,12,-41767.0,-471305093.0
1740984,20230509,37,-1834345.0,-2069902413.0
1740985,20230509,37,-38913.0,-439100129.0
1740986,20230509,125,-29268.0,-330264502.0
1740987,20230509,177,-5.0,-5642075.0
1740988,20230509,177,-22886.0,-258249057.0
1740989,20230509,177,-64.0,-7221856.0
1740990,20230509,223,-35762.0,-403543772.0
1740991,20230509,373,-10622.0,-119860241.0
1753256,20230516,486,-19797.0,-223392318.0
1753257,20230516,488,-4635.0,-52302035.0
1753258,20230516,494,-6754.0,-76213149.0
1761543,20230517,14,-4003236.0,-4517311551.0
1761544,20230517,14,-55695.0,-628470734.0
1761545,20230517,95,-25449.0,-287170333.0
1761546,20230517,314,-45033.0,-508159127.0
1761547,20230517,322,-15237.0,-171936594.0
1761548,20230517,346,-28268.0,-318980352.0
1761549,20230517,355,-5.0,-5642075.0
1761550,20230517,355,-7222.0,-81494131.0
1761551,20230517,355,-7222.0,-81494131.0
1740992,20230509,414,-4454.0,-50259604.0
1740993,20230509,451,-1345496.0,-1518277869.0
1740994,20230509,451,-19516.0,-220221471.0
1740995,20230509,474,-1183.0,-13349149.0
1740996,20230509,474,-9729.0,-109783495.0
1740997,20230509,484,-8.0,-902732.0
1740998,20230509,484,-48665.0,-54914316.0
1740999,20230509,498,-5482.0,-6185971.0
1679384,20230503,360,-11988.0,-13527439.0
1679385,20230503,363,-36116.0,-407538361.0
1679386,20230503,367,-668612.0,-75447181.0
1679387,20230503,367,-18118.0,-20444623.0
1679388,20230503,413,-85337.0,-962955509.0
1679389,20230503,413,-5161.0,-58237498.0
1679390,20230503,414,-17818.0,-201060985.0
1679391,20230503,442,-5.0,-5642075.0
1679392,20230503,442,-16593.0,-187237901.0
1679393,20230503,442,-16539.0,-186628557.0
1679394,20230503,446,-5.0,-5642075.0
1679395,20230503,446,-5.0,-5642075.0
1679396,20230503,446,-5.0,-5642075.0
1679397,20230503,446,-7671.0,-86560715.0
1679398,20230503,446,-7671.0,-86560715.0
1679399,20230503,446,-7637.0,-86177054.0
1034893,20230124,448,-24645.0,-278097877.0
1035564,20230126,55,-38242.0,-431528464.0
1035565,20230126,182,-100.0,-1128415.0
1035566,20230126,363,-36101.0,-407369099.0
1035567,20230126,386,-60866.0,-686821074.0
1035568,20230126,452,-37325.0,-421180899.0
1035569,20230126,454,-30709.0,-346524962.0
1035570,20230126,482,-337.0,-3802759.0
1035571,20230126,482,-7663.0,-86470441.0
1789255,20230519,24,-377.0,-42541246.0
1789256,20230519,24,-39685.0,-447811493.0
1789257,20230519,217,-5.0,-5642075.0
1789258,20230519,217,-25717.0,-290194486.0
1789259,20230519,377,-4858371.0,-5482258712.0
1789260,20230519,377,-64728.0,-730400461.0
1789261,20230519,382,-4989.0,-56296624.0
1789262,20230519,417,-12629.0,-14250753.0
1789263,20230519,484,-48665.0,-54914316.0
