productName,_score,supplierID,quantity,shipCity,categoryName,customerName,supplierName,shipCountry,productID,sales_amount,employeeName,shipperName,unitPrice,orderDate,customer_segment,orderID,categoryID,customerID,discount,employeeID
Thüringer Rostbratwurst,742.74,12,6,Butte,Meat/Poultry,The Cracker Box,Plutzer Lebensmittelgroßmärkte AG,USA,29,742.74,Margaret Peacock,United Package,123.79,1997-08-07 00:00:00.000,Low Value,10624,6,THECR,0,4
Gula Malacca,194.5,20,10,Butte,Condiments,The Cracker Box,Leka Trading,USA,44,194.5,Margaret Peacock,United Package,19.45,1997-08-07 00:00:00.000,Low Value,10624,2,THECR,0,4
Tofu,69.75,6,3,México D.F.,Produce,Ana Trujillo Emparedados y helados,Mayumi's,Mexico,14,69.75,Janet Leverling,Speedy Express,23.25,1997-08-08 00:00:00.000,Low Value,10625,7,ANATR,0,3
Singaporean Hokkien Fried Mee,70.0,20,5,México D.F.,Grains/Cereals,Ana Trujillo Emparedados y helados,Leka Trading,Mexico,42,70.0,Janet Leverling,Speedy Express,14.00,1997-08-08 00:00:00.000,Low Value,10625,5,ANATR,0,3
Camembert Pierrot,340.0,28,10,México D.F.,Dairy Products,Ana Trujillo Emparedados y helados,Gai pâturage,Mexico,60,340.0,Janet Leverling,Speedy Express,34.00,1997-08-08 00:00:00.000,Low Value,10625,4,ANATR,0,3
Perth Pasties,393.59999999999997,24,12,Luleå,Meat/Poultry,Berglunds snabbköp,G'day Mate,Sweden,53,393.59999999999997,Nancy Davolio,United Package,32.80,1997-08-11 00:00:00.000,High Value,10626,6,BERGS,0,1
Camembert Pierrot,680.0,28,20,Luleå,Dairy Products,Berglunds snabbköp,Gai pâturage,Sweden,60,680.0,Nancy Davolio,United Package,34.00,1997-08-11 00:00:00.000,High Value,10626,4,BERGS,0,1
Flotemysost,430.0,15,20,Luleå,Dairy Products,Berglunds snabbköp,Norske Meierier,Sweden,71,430.0,Nancy Davolio,United Package,21.50,1997-08-11 00:00:00.000,High Value,10626,4,BERGS,0,1
Tarte au sucre,739.5,29,15,Boise,Confections,Save-a-lot Markets,Forêts d'érables,USA,62,739.5,Laura Callahan,Federal Shipping,49.30,1997-08-11 00:00:00.000,High Value,10627,3,SAVEA,0,8
Röd Kaviar,446.25,17,35,Boise,Seafood,Save-a-lot Markets,Svensk Sjöföda AB,USA,73,446.25,Laura Callahan,Federal Shipping,15.00,1997-08-11 00:00:00.000,High Value,10627,8,SAVEA,0.15,8
Chai,450.0,1,25,Strasbourg,Beverages,Blondesddsl père et fils,Exotic Liquids,France,1,450.0,Margaret Peacock,Federal Shipping,18.00,1997-08-12 00:00:00.000,High Value,10628,1,BLONP,0,4
Thüringer Rostbratwurst,2475.8,12,20,Sevilla,Meat/Poultry,Godos Cocina Típica,Plutzer Lebensmittelgroßmärkte AG,Spain,29,2475.8,Margaret Peacock,Federal Shipping,123.79,1997-08-12 00:00:00.000,Medium Value,10629,6,GODOS,0,4
Wimmers gute Semmelknödel,299.25,12,9,Sevilla,Grains/Cereals,Godos Cocina Típica,Plutzer Lebensmittelgroßmärkte AG,Spain,64,299.25,Margaret Peacock,Federal Shipping,33.25,1997-08-12 00:00:00.000,Medium Value,10629,5,GODOS,0,4
Pâté chinois,273.59999999999997,25,12,Brandenburg,Meat/Poultry,Königlich Essen,Ma Maison,Germany,55,273.59999999999997,Nancy Davolio,United Package,24.00,1997-08-13 00:00:00.000,High Value,10630,6,KOENE,0.05,1
Lakkalikööri,630.0,23,35,Brandenburg,Beverages,Königlich Essen,Karkki Oy,Germany,76,630.0,Nancy Davolio,United Package,18.00,1997-08-13 00:00:00.000,High Value,10630,1,KOENE,0,1
Rhönbräu Klosterbier,55.800000000000004,12,8,Toulouse,Beverages,La maison d'Asie,Plutzer Lebensmittelgroßmärkte AG,France,75,55.800000000000004,Laura Callahan,Speedy Express,7.75,1997-08-14 00:00:00.000,Medium Value,10631,1,LAMAI,0.1,8
Chang,541.5,1,30,Stuttgart,Beverages,Die Wandernde Kuh,Exotic Liquids,Germany,2,541.5,Laura Callahan,Speedy Express,19.00,1997-08-14 00:00:00.000,Medium Value,10632,1,WANDK,0.05,8
Geitost,47.5,15,20,Stuttgart,Dairy Products,Die Wandernde Kuh,Norske Meierier,Germany,33,47.5,Laura Callahan,Speedy Express,2.50,1997-08-14 00:00:00.000,Medium Value,10632,4,WANDK,0.05,8
Queso Manchego La Pastora,1162.8,5,36,Graz,Dairy Products,Ernst Handel,Cooperativa de Quesos 'Las Cabras',Austria,12,1162.8,Robert King,Federal Shipping,38.00,1997-08-15 00:00:00.000,High Value,10633,4,ERNSH,0.15,7
Konbu,66.3,6,13,Graz,Seafood,Ernst Handel,Mayumi's,Austria,13,66.3,Robert King,Federal Shipping,6.00,1997-08-15 00:00:00.000,High Value,10633,8,ERNSH,0.15,7
Gumbär Gummibärchen,929.0925,11,35,Graz,Confections,Ernst Handel,Heli Süßwaren GmbH & Co. KG,Austria,26,929.0925,Robert King,Federal Shipping,31.23,1997-08-15 00:00:00.000,High Value,10633,3,ERNSH,0.15,7
Tarte au sucre,3352.4,29,80,Graz,Confections,Ernst Handel,Forêts d'érables,Austria,62,3352.4,Robert King,Federal Shipping,49.30,1997-08-15 00:00:00.000,High Value,10633,3,ERNSH,0.15,7
Uncle Bob's Organic Dried Pears,1050.0,3,35,Lille,Produce,Folies gourmandes,Grandma Kelly's Homestead,France,7,1050.0,Margaret Peacock,Federal Shipping,30.00,1997-08-15 00:00:00.000,Medium Value,10634,7,FOLIG,0,4
Carnarvon Tigers,3125.0,7,50,Lille,Seafood,Folies gourmandes,Pavlova Ltd.,France,18,3125.0,Margaret Peacock,Federal Shipping,62.50,1997-08-15 00:00:00.000,Medium Value,10634,8,FOLIG,0,4
Manjimup Dried Apples,795.0,24,15,Lille,Produce,Folies gourmandes,G'day Mate,France,51,795.0,Margaret Peacock,Federal Shipping,53.00,1997-08-15 00:00:00.000,Medium Value,10634,7,FOLIG,0,4
Rhönbräu Klosterbier,15.5,12,2,Lille,Beverages,Folies gourmandes,Plutzer Lebensmittelgroßmärkte AG,France,75,15.5,Margaret Peacock,Federal Shipping,7.75,1997-08-15 00:00:00.000,Medium Value,10634,1,FOLIG,0,4
Chef Anton's Cajun Seasoning,198.0,2,10,Bergamo,Condiments,Magazzini Alimentari Riuniti,New Orleans Cajun Delights,Italy,4,198.0,Laura Callahan,Federal Shipping,22.00,1997-08-18 00:00:00.000,Medium Value,10635,2,MAGAA,0.1,8
Chef Anton's Gumbo Mix,288.225,2,15,Bergamo,Condiments,Magazzini Alimentari Riuniti,New Orleans Cajun Delights,Italy,5,288.225,Laura Callahan,Federal Shipping,21.35,1997-08-18 00:00:00.000,Medium Value,10635,2,MAGAA,0.1,8
Gustaf's Knäckebröd,840.0,9,40,Bergamo,Grains/Cereals,Magazzini Alimentari Riuniti,PB Knäckebröd AB,Italy,22,840.0,Laura Callahan,Federal Shipping,21.00,1997-08-18 00:00:00.000,Medium Value,10635,5,MAGAA,0,8
Chef Anton's Cajun Seasoning,550.0,2,25,Oulu,Condiments,Wartian Herkku,New Orleans Cajun Delights,Finland,4,550.0,Margaret Peacock,Speedy Express,22.00,1997-08-19 00:00:00.000,Medium Value,10636,2,WARTH,0,4
Escargots de Bourgogne,79.5,27,6,Oulu,Seafood,Wartian Herkku,Escargots Nouveaux,Finland,58,79.5,Margaret Peacock,Speedy Express,13.25,1997-08-19 00:00:00.000,Medium Value,10636,8,WARTH,0,4
Queso Cabrales,210.0,5,10,Sao Paulo,Dairy Products,Queen Cozinha,Cooperativa de Quesos 'Las Cabras',Brazil,11,210.0,Michael Suyama,Speedy Express,21.00,1997-08-19 00:00:00.000,High Value,10637,4,QUEEN,0,6
Valkoinen suklaa,385.9375,23,25,Sao Paulo,Confections,Queen Cozinha,Karkki Oy,Brazil,50,385.9375,Michael Suyama,Speedy Express,16.25,1997-08-19 00:00:00.000,High Value,10637,3,QUEEN,0.05,6
Gnocchi di nonna Alice,2166.0,26,60,Sao Paulo,Grains/Cereals,Queen Cozinha,Pasta Buttini s.r.l.,Brazil,56,2166.0,Michael Suyama,Speedy Express,38.00,1997-08-19 00:00:00.000,High Value,10637,5,QUEEN,0.05,6
Rogede sild,190.0,21,20,I. de Margarita,Seafood,LINO-Delicateses,Lyngbysild,Venezuela,45,190.0,Janet Leverling,Speedy Express,9.50,1997-08-20 00:00:00.000,Medium Value,10638,8,LINOD,0,3
Louisiana Fiery Hot Pepper Sauce,442.05,2,21,I. de Margarita,Condiments,LINO-Delicateses,New Orleans Cajun Delights,Venezuela,65,442.05,Janet Leverling,Speedy Express,21.05,1997-08-20 00:00:00.000,Medium Value,10638,2,LINOD,0,3
Mozzarella di Giovanni,2088.0,14,60,I. de Margarita,Dairy Products,LINO-Delicateses,Formaggi Fortini s.r.l.,Venezuela,72,2088.0,Janet Leverling,Speedy Express,34.80,1997-08-20 00:00:00.000,Medium Value,10638,4,LINOD,0,3
Carnarvon Tigers,500.0,7,8,Stavern,Seafood,Santé Gourmet,Pavlova Ltd.,Norway,18,500.0,Robert King,Federal Shipping,62.50,1997-08-20 00:00:00.000,Low Value,10639,8,SANTG,0,7
Gudbrandsdalsost,540.0,15,20,Stuttgart,Dairy Products,Die Wandernde Kuh,Norske Meierier,Germany,69,540.0,Margaret Peacock,Speedy Express,36.00,1997-08-21 00:00:00.000,Medium Value,10640,4,WANDK,0.25,4
Outback Lager,168.75,7,15,Stuttgart,Beverages,Die Wandernde Kuh,Pavlova Ltd.,Germany,70,168.75,Margaret Peacock,Speedy Express,15.00,1997-08-21 00:00:00.000,Medium Value,10640,1,WANDK,0.25,4
Chang,950.0,1,50,San Cristóbal,Beverages,HILARION-Abastos,Exotic Liquids,Venezuela,2,950.0,Margaret Peacock,United Package,19.00,1997-08-22 00:00:00.000,High Value,10641,1,HILAA,0,4
Boston Crab Meat,1104.0,19,60,San Cristóbal,Seafood,HILARION-Abastos,New England Seafood Cannery,Venezuela,40,1104.0,Margaret Peacock,United Package,18.40,1997-08-22 00:00:00.000,High Value,10641,8,HILAA,0,4
Sir Rodney's Scones,240.0,8,30,Kobenhavn,Confections,Simons bistro,Specialty Biscuits Ltd.,Denmark,21,240.0,Robert King,Federal Shipping,10.00,1997-08-22 00:00:00.000,High Value,10642,3,SIMOB,0.2,7
Sirop d'érable,456.0,29,20,Kobenhavn,Condiments,Simons bistro,Forêts d'érables,Denmark,61,456.0,Robert King,Federal Shipping,28.50,1997-08-22 00:00:00.000,High Value,10642,2,SIMOB,0.2,7
Rössle Sauerkraut,513.0,12,15,Berlin,Produce,Alfreds Futterkiste,Plutzer Lebensmittelgroßmärkte AG,Germany,28,513.0,Michael Suyama,Speedy Express,45.60,1997-08-25 00:00:00.000,Low Value,10643,7,ALFKI,0.25,6
Chartreuse verte,283.5,18,21,Berlin,Beverages,Alfreds Futterkiste,Aux joyeux ecclésiastiques,Germany,39,283.5,Michael Suyama,Speedy Express,18.00,1997-08-25 00:00:00.000,Low Value,10643,1,ALFKI,0.25,6
Spegesild,18.0,21,2,Berlin,Seafood,Alfreds Futterkiste,Lyngbysild,Germany,46,18.0,Michael Suyama,Speedy Express,12.00,1997-08-25 00:00:00.000,Low Value,10643,8,ALFKI,0.25,6
Carnarvon Tigers,225.0,7,4,Resende,Seafood,Wellington Importadora,Pavlova Ltd.,Brazil,18,225.0,Janet Leverling,United Package,62.50,1997-08-25 00:00:00.000,Low Value,10644,8,WELLI,0.1,3
Ipoh Coffee,920.0,20,20,Resende,Beverages,Wellington Importadora,Leka Trading,Brazil,43,920.0,Janet Leverling,United Package,46.00,1997-08-25 00:00:00.000,Low Value,10644,1,WELLI,0,3
Spegesild,226.8,21,21,Resende,Seafood,Wellington Importadora,Lyngbysild,Brazil,46,226.8,Janet Leverling,United Package,12.00,1997-08-25 00:00:00.000,Low Value,10644,8,WELLI,0.1,3
Carnarvon Tigers,1250.0,7,20,Rio de Janeiro,Seafood,Hanari Carnes,Pavlova Ltd.,Brazil,18,1250.0,Margaret Peacock,Speedy Express,62.50,1997-08-26 00:00:00.000,High Value,10645,8,HANAR,0,4
Inlagd Sill,285.0,17,15,Rio de Janeiro,Seafood,Hanari Carnes,Svensk Sjöföda AB,Brazil,36,285.0,Margaret Peacock,Speedy Express,19.00,1997-08-26 00:00:00.000,High Value,10645,8,HANAR,0,4
Chai,202.5,1,15,Cork,Beverages,Hungry Owl All-Night Grocers,Exotic Liquids,Ireland,1,202.5,Anne Dodsworth,Federal Shipping,18.00,1997-08-27 00:00:00.000,High Value,10646,1,HUNGO,0.25,9
Ikura,418.5,4,18,Cork,Seafood,Hungry Owl All-Night Grocers,Tokyo Traders,Ireland,10,418.5,Anne Dodsworth,Federal Shipping,31.00,1997-08-27 00:00:00.000,High Value,10646,8,HUNGO,0.25,9
Flotemysost,483.75,15,30,Cork,Dairy Products,Hungry Owl All-Night Grocers,Norske Meierier,Ireland,71,483.75,Anne Dodsworth,Federal Shipping,21.50,1997-08-27 00:00:00.000,High Value,10646,4,HUNGO,0.25,9
Original Frankfurter grüne Soße,341.25,12,35,Cork,Condiments,Hungry Owl All-Night Grocers,Plutzer Lebensmittelgroßmärkte AG,Ireland,77,341.25,Anne Dodsworth,Federal Shipping,13.00,1997-08-27 00:00:00.000,High Value,10646,2,HUNGO,0.25,9
Teatime Chocolate Biscuits,276.0,8,30,Rio de Janeiro,Confections,Que Delícia,Specialty Biscuits Ltd.,Brazil,19,276.0,Margaret Peacock,United Package,9.20,1997-08-27 00:00:00.000,Low Value,10647,3,QUEDE,0,4
Chartreuse verte,360.0,18,20,Rio de Janeiro,Beverages,Que Delícia,Aux joyeux ecclésiastiques,Brazil,39,360.0,Margaret Peacock,United Package,18.00,1997-08-27 00:00:00.000,Low Value,10647,1,QUEDE,0,4
Gustaf's Knäckebröd,315.0,9,15,Rio de Janeiro,Grains/Cereals,Ricardo Adocicados,PB Knäckebröd AB,Brazil,22,315.0,Steven Buchanan,United Package,21.00,1997-08-28 00:00:00.000,Medium Value,10648,5,RICAR,0,5
Guaraná Fantástica,57.375,10,15,Rio de Janeiro,Beverages,Ricardo Adocicados,Refrescos Americanas LTDA,Brazil,24,57.375,Steven Buchanan,United Package,4.50,1997-08-28 00:00:00.000,Medium Value,10648,1,RICAR,0.15,5
Rössle Sauerkraut,912.0,12,20,Bruxelles,Produce,Maison Dewey,Plutzer Lebensmittelgroßmärkte AG,Belgium,28,912.0,Steven Buchanan,Federal Shipping,45.60,1997-08-28 00:00:00.000,Medium Value,10649,7,MAISD,0,5
Mozzarella di Giovanni,522.0,14,15,Bruxelles,Dairy Products,Maison Dewey,Formaggi Fortini s.r.l.,Belgium,72,522.0,Steven Buchanan,Federal Shipping,34.80,1997-08-28 00:00:00.000,Medium Value,10649,4,MAISD,0,5
Nord-Ost Matjeshering,776.7,13,30,Sao Paulo,Seafood,Familia Arquibaldo,Nord-Ost-Fisch Handelsgesellschaft mbH,Brazil,30,776.7,Steven Buchanan,Federal Shipping,25.89,1997-08-29 00:00:00.000,Low Value,10650,8,FAMIA,0,5
Perth Pasties,778.9999999999999,24,25,Sao Paulo,Meat/Poultry,Familia Arquibaldo,G'day Mate,Brazil,53,778.9999999999999,Steven Buchanan,Federal Shipping,32.80,1997-08-29 00:00:00.000,Low Value,10650,6,FAMIA,0.05,5
Tourtière,223.5,25,30,Sao Paulo,Meat/Poultry,Familia Arquibaldo,Ma Maison,Brazil,54,223.5,Steven Buchanan,Federal Shipping,7.45,1997-08-29 00:00:00.000,Low Value,10650,6,FAMIA,0,5
Teatime Chocolate Biscuits,82.8,8,12,Stuttgart,Confections,Die Wandernde Kuh,Specialty Biscuits Ltd.,Germany,19,82.8,Laura Callahan,United Package,9.20,1997-09-01 00:00:00.000,Medium Value,10651,3,WANDK,0.25,8
Gustaf's Knäckebröd,315.0,9,20,Stuttgart,Grains/Cereals,Die Wandernde Kuh,PB Knäckebröd AB,Germany,22,315.0,Laura Callahan,United Package,21.00,1997-09-01 00:00:00.000,Medium Value,10651,5,WANDK,0.25,8
Nord-Ost Matjeshering,38.835,13,2,Campinas,Seafood,Gourmet Lanchonetes,Nord-Ost-Fisch Handelsgesellschaft mbH,Brazil,30,38.835,Margaret Peacock,United Package,25.89,1997-09-01 00:00:00.000,Medium Value,10652,8,GOURL,0.25,4
Singaporean Hokkien Fried Mee,280.0,20,20,Campinas,Grains/Cereals,Gourmet Lanchonetes,Leka Trading,Brazil,42,280.0,Margaret Peacock,United Package,14.00,1997-09-01 00:00:00.000,Medium Value,10652,5,GOURL,0,4
Pavlova,471.15000000000003,7,30,München,Confections,Frankenversand,Pavlova Ltd.,Germany,16,471.15000000000003,Nancy Davolio,Speedy Express,17.45,1997-09-02 00:00:00.000,High Value,10653,3,FRANK,0.1,1
Camembert Pierrot,612.0,28,20,München,Dairy Products,Frankenversand,Gai pâturage,Germany,60,612.0,Nancy Davolio,Speedy Express,34.00,1997-09-02 00:00:00.000,High Value,10653,4,FRANK,0.1,1
Chef Anton's Cajun Seasoning,237.6,2,12,Luleå,Condiments,Berglunds snabbköp,New Orleans Cajun Delights,Sweden,4,237.6,Steven Buchanan,Speedy Express,22.00,1997-09-02 00:00:00.000,High Value,10654,2,BERGS,0.1,5
Chartreuse verte,324.0,18,20,Luleå,Beverages,Berglunds snabbköp,Aux joyeux ecclésiastiques,Sweden,39,324.0,Steven Buchanan,Speedy Express,18.00,1997-09-02 00:00:00.000,High Value,10654,1,BERGS,0.1,5
Tourtière,40.230000000000004,25,6,Luleå,Meat/Poultry,Berglunds snabbköp,Ma Maison,Sweden,54,40.230000000000004,Steven Buchanan,Speedy Express,7.45,1997-09-02 00:00:00.000,High Value,10654,6,BERGS,0.1,5
Jack's New England Clam Chowder,154.4,19,20,Reggio Emilia,Seafood,Reggiani Caseifici,New England Seafood Cannery,Italy,41,154.4,Nancy Davolio,United Package,9.65,1997-09-03 00:00:00.000,Medium Value,10655,8,REGGC,0.2,1
Tofu,62.775,6,3,Eugene,Produce,Great Lakes Food Market,Mayumi's,USA,14,62.775,Michael Suyama,Speedy Express,23.25,1997-09-04 00:00:00.000,High Value,10656,7,GREAL,0.1,6
Gula Malacca,490.14000000000004,20,28,Eugene,Condiments,Great Lakes Food Market,Leka Trading,USA,44,490.14000000000004,Michael Suyama,Speedy Express,19.45,1997-09-04 00:00:00.000,High Value,10656,2,GREAL,0.1,6
Zaanse koeken,51.300000000000004,22,6,Eugene,Confections,Great Lakes Food Market,Zaanse Snoepfabriek,USA,47,51.300000000000004,Michael Suyama,Speedy Express,9.50,1997-09-04 00:00:00.000,High Value,10656,3,GREAL,0.1,6
Genen Shouyu,775.0,6,50,Boise,Condiments,Save-a-lot Markets,Mayumi's,USA,15,775.0,Andrew Fuller,United Package,15.50,1997-09-04 00:00:00.000,High Value,10657,2,SAVEA,0,2
Jack's New England Clam Chowder,231.60000000000002,19,24,Boise,Seafood,Save-a-lot Markets,New England Seafood Cannery,USA,41,231.60000000000002,Andrew Fuller,United Package,9.65,1997-09-04 00:00:00.000,High Value,10657,8,SAVEA,0,2
Spegesild,540.0,21,45,Boise,Seafood,Save-a-lot Markets,Lyngbysild,USA,46,540.0,Andrew Fuller,United Package,12.00,1997-09-04 00:00:00.000,High Value,10657,8,SAVEA,0,2
Zaanse koeken,95.0,22,10,Boise,Confections,Save-a-lot Markets,Zaanse Snoepfabriek,USA,47,95.0,Andrew Fuller,United Package,9.50,1997-09-04 00:00:00.000,High Value,10657,3,SAVEA,0,2
Gnocchi di nonna Alice,1710.0,26,45,Boise,Grains/Cereals,Save-a-lot Markets,Pasta Buttini s.r.l.,USA,56,1710.0,Andrew Fuller,United Package,38.00,1997-09-04 00:00:00.000,High Value,10657,5,SAVEA,0,2
Camembert Pierrot,1020.0,28,30,Boise,Dairy Products,Save-a-lot Markets,Gai pâturage,USA,60,1020.0,Andrew Fuller,United Package,34.00,1997-09-04 00:00:00.000,High Value,10657,4,SAVEA,0,2
Sir Rodney's Scones,600.0,8,60,Cunewalde,Confections,QUICK-Stop,Specialty Biscuits Ltd.,Germany,21,600.0,Margaret Peacock,Speedy Express,10.00,1997-09-05 00:00:00.000,High Value,10658,3,QUICK,0,4
Boston Crab Meat,1223.6,19,70,Cunewalde,Seafood,QUICK-Stop,New England Seafood Cannery,Germany,40,1223.6,Margaret Peacock,Speedy Express,18.40,1997-09-05 00:00:00.000,High Value,10658,8,QUICK,0.05,4
Camembert Pierrot,1776.5,28,55,Cunewalde,Dairy Products,QUICK-Stop,Gai pâturage,Germany,60,1776.5,Margaret Peacock,Speedy Express,34.00,1997-09-05 00:00:00.000,High Value,10658,4,QUICK,0.05,4
Original Frankfurter grüne Soße,864.5,12,70,Cunewalde,Condiments,QUICK-Stop,Plutzer Lebensmittelgroßmärkte AG,Germany,77,864.5,Margaret Peacock,Speedy Express,13.00,1997-09-05 00:00:00.000,High Value,10658,2,QUICK,0.05,4
Gorgonzola Telino,237.5,14,20,Sao Paulo,Dairy Products,Queen Cozinha,Formaggi Fortini s.r.l.,Brazil,31,237.5,Robert King,United Package,12.50,1997-09-05 00:00:00.000,High Value,10659,4,QUEEN,0.05,7
Boston Crab Meat,419.5199999999999,19,24,Sao Paulo,Seafood,Queen Cozinha,New England Seafood Cannery,Brazil,40,419.5199999999999,Robert King,United Package,18.40,1997-09-05 00:00:00.000,High Value,10659,8,QUEEN,0.05,7
Outback Lager,570.0,7,40,Sao Paulo,Beverages,Queen Cozinha,Pavlova Ltd.,Brazil,70,570.0,Robert King,United Package,15.00,1997-09-05 00:00:00.000,High Value,10659,1,QUEEN,0.05,7
Sir Rodney's Marmalade,1701.0,8,21,Elgin,Confections,Hungry Coyote Import Store,Specialty Biscuits Ltd.,USA,20,1701.0,Laura Callahan,Speedy Express,81.00,1997-09-08 00:00:00.000,Low Value,10660,3,HUNGC,0,8
Chartreuse verte,43.2,18,3,Cork,Beverages,Hungry Owl All-Night Grocers,Aux joyeux ecclésiastiques,Ireland,39,43.2,Robert King,Federal Shipping,18.00,1997-09-09 00:00:00.000,High Value,10661,1,HUNGO,0.2,7
Escargots de Bourgogne,519.4,27,49,Cork,Seafood,Hungry Owl All-Night Grocers,Escargots Nouveaux,Ireland,58,519.4,Robert King,Federal Shipping,13.25,1997-09-09 00:00:00.000,High Value,10661,8,HUNGO,0.2,7
Scottish Longbreads,125.0,8,10,Portland,Confections,Lonesome Pine Restaurant,Specialty Biscuits Ltd.,USA,68,125.0,Janet Leverling,United Package,12.50,1997-09-09 00:00:00.000,Low Value,10662,3,LONEP,0,3
Boston Crab Meat,524.4,19,30,Marseille,Seafood,Bon app',New England Seafood Cannery,France,40,524.4,Andrew Fuller,United Package,18.40,1997-09-10 00:00:00.000,High Value,10663,8,BONAP,0.05,2
Singaporean Hokkien Fried Mee,399.0,20,30,Marseille,Grains/Cereals,Bon app',Leka Trading,France,42,399.0,Andrew Fuller,United Package,14.00,1997-09-10 00:00:00.000,High Value,10663,5,BONAP,0.05,2
Manjimup Dried Apples,1007.0,24,20,Marseille,Produce,Bon app',G'day Mate,France,51,1007.0,Andrew Fuller,United Package,53.00,1997-09-10 00:00:00.000,High Value,10663,7,BONAP,0.05,2
Ikura,632.4,4,24,Lisboa,Seafood,Furia Bacalhau e Frutos do Mar,Tokyo Traders,Portugal,10,632.4,Nancy Davolio,Federal Shipping,31.00,1997-09-10 00:00:00.000,Low Value,10664,8,FURIB,0.15,1
Gnocchi di nonna Alice,387.59999999999997,26,12,Lisboa,Grains/Cereals,Furia Bacalhau e Frutos do Mar,Pasta Buttini s.r.l.,Portugal,56,387.59999999999997,Nancy Davolio,Federal Shipping,38.00,1997-09-10 00:00:00.000,Low Value,10664,5,FURIB,0.15,1
Louisiana Fiery Hot Pepper Sauce,268.3875,2,15,Lisboa,Condiments,Furia Bacalhau e Frutos do Mar,New Orleans Cajun Delights,Portugal,65,268.3875,Nancy Davolio,Federal Shipping,21.05,1997-09-10 00:00:00.000,Low Value,10664,2,FURIB,0.15,1
Manjimup Dried Apples,1060.0,24,20,Portland,Produce,Lonesome Pine Restaurant,G'day Mate,USA,51,1060.0,Nancy Davolio,United Package,53.00,1997-09-11 00:00:00.000,Low Value,10665,7,LONEP,0,1
Raclette Courdavault,55.0,28,1,Portland,Dairy Products,Lonesome Pine Restaurant,Gai pâturage,USA,59,55.0,Nancy Davolio,United Package,55.00,1997-09-11 00:00:00.000,Low Value,10665,4,LONEP,0,1
Lakkalikööri,180.0,23,10,Portland,Beverages,Lonesome Pine Restaurant,Karkki Oy,USA,76,180.0,Nancy Davolio,United Package,18.00,1997-09-11 00:00:00.000,Low Value,10665,1,LONEP,0,1
Thüringer Rostbratwurst,4456.4400000000005,12,36,Genève,Meat/Poultry,Richter Supermarkt,Plutzer Lebensmittelgroßmärkte AG,Switzerland,29,4456.4400000000005,Robert King,United Package,123.79,1997-09-12 00:00:00.000,High Value,10666,6,RICSU,0,7
Louisiana Fiery Hot Pepper Sauce,210.5,2,10,Genève,Condiments,Richter Supermarkt,New Orleans Cajun Delights,Switzerland,65,210.5,Robert King,United Package,21.05,1997-09-12 00:00:00.000,High Value,10666,2,RICSU,0,7
Gudbrandsdalsost,1296.0,15,45,Graz,Dairy Products,Ernst Handel,Norske Meierier,Austria,69,1296.0,Robert King,Speedy Express,36.00,1997-09-12 00:00:00.000,High Value,10667,4,ERNSH,0.2,7
Flotemysost,240.8,15,14,Graz,Dairy Products,Ernst Handel,Norske Meierier,Austria,71,240.8,Robert King,Speedy Express,21.50,1997-09-12 00:00:00.000,High Value,10667,4,ERNSH,0.2,7
Gorgonzola Telino,90.0,14,8,Stuttgart,Dairy Products,Die Wandernde Kuh,Formaggi Fortini s.r.l.,Germany,31,90.0,Nancy Davolio,United Package,12.50,1997-09-15 00:00:00.000,Medium Value,10668,4,WANDK,0.1,1
Pâté chinois,86.4,25,4,Stuttgart,Meat/Poultry,Die Wandernde Kuh,Ma Maison,Germany,55,86.4,Nancy Davolio,United Package,24.00,1997-09-15 00:00:00.000,Medium Value,10668,6,WANDK,0.1,1
Wimmers gute Semmelknödel,448.875,12,15,Stuttgart,Grains/Cereals,Die Wandernde Kuh,Plutzer Lebensmittelgroßmärkte AG,Germany,64,448.875,Nancy Davolio,United Package,33.25,1997-09-15 00:00:00.000,Medium Value,10668,5,WANDK,0.1,1
Inlagd Sill,570.0,17,30,Kobenhavn,Seafood,Simons bistro,Svensk Sjöföda AB,Denmark,36,570.0,Andrew Fuller,Speedy Express,19.00,1997-09-15 00:00:00.000,High Value,10669,8,SIMOB,0,2
Tunnbröd,288.0,9,32,München,Grains/Cereals,Frankenversand,PB Knäckebröd AB,Germany,23,288.0,Margaret Peacock,Speedy Express,9.00,1997-09-16 00:00:00.000,High Value,10670,5,FRANK,0,4
Spegesild,720.0,21,60,München,Seafood,Frankenversand,Lyngbysild,Germany,46,720.0,Margaret Peacock,Speedy Express,12.00,1997-09-16 00:00:00.000,High Value,10670,8,FRANK,0,4
Laughing Lumberjack Lager,350.0,16,25,München,Beverages,Frankenversand,Bigfoot Breweries,Germany,67,350.0,Margaret Peacock,Speedy Express,14.00,1997-09-16 00:00:00.000,High Value,10670,1,FRANK,0,4
Röd Kaviar,750.0,17,50,München,Seafood,Frankenversand,Svensk Sjöföda AB,Germany,73,750.0,Margaret Peacock,Speedy Express,15.00,1997-09-16 00:00:00.000,High Value,10670,8,FRANK,0,4
Rhönbräu Klosterbier,193.75,12,25,München,Beverages,Frankenversand,Plutzer Lebensmittelgroßmärkte AG,Germany,75,193.75,Margaret Peacock,Speedy Express,7.75,1997-09-16 00:00:00.000,High Value,10670,1,FRANK,0,4
